id,conversation_id,in_reply_to_id,in_reply_to_user_id,in_reply_to_username,quote_id,is_reply,is_quote,is_retweet,is_pinned,is_conversation_controlled,possibly_sensitive,created_at,text,lang,source_client,like_count,retweet_count,reply_count,quote_count,view_count,bookmark_count,url,twitter_url,hashtags,mentioned_usernames,urls_expanded,media_count,media_types,media_urls,card_title,card_description,card_domain,card_url,place_name,place_country,author_id,author_username,author_name,author_description,author_location,author_created_at,author_followers,author_following,author_statuses_count,author_favourites_count,author_media_count,author_is_verified,author_is_blue_verified,author_protected,author_professional_type,author_category,n_times_scraped,source_files,scraper_types,seen_via_quote_of,first_scraped_at,last_scraped_at,on_topic,stance,stance_index,stance_reason,stance_model,error
2076791567184994588,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 22:11:09+00:00,@VernBuchanan You're a liar. If they want more daylight tell them to get up in the morning and get out and enjoy it. It's supposed to be dark at night,en,Twitter Web App,40,2,1,0,184.0,0,https://x.com/Longshoreman_/status/2076791567184994588,https://twitter.com/Longshoreman_/status/2076791567184994588,,VernBuchanan,,0,,,,,,,,,861580839712432128,Longshoreman_,Longshoreman🇺🇸,"Worked on the Brooklyn docks with The Greatest Generation 1814.DEPLORABLE,NAZI GARBAGE. Mind over matter. I don't mind and you don't matter.",Palm Beach Co Florida,2017-05-08 13:57:34+00:00,3499,3433,34993,25889,943,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,No preference,3.0,"The tweet criticizes DST by saying that if people want more daylight, they should 'get up in the morning and get out and enjoy it,' implying that DST is unnecessary or ineffective. However, it does not explicitly support or oppose DST policy, nor does it express a clear preference for changing or maintaining the policy. Instead, it expresses a general skepticism or criticism of DST without advocating for a specific position.",qwen/qwen3-8b,
2076791727956910227,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 22:11:47+00:00,@MattDevittWX DST in the winter will keep it from getting dark at 4pm at my house. I'm all for it!,en,Twitter for Android,2,0,0,0,17.0,0,https://x.com/LisaontheWrite/status/2076791727956910227,https://twitter.com/LisaontheWrite/status/2076791727956910227,,MattDevittWX,,0,,,,,,,,,90775320,LisaontheWrite,LisaontheWrite 🇺🇸,Wife|Mom|Tech Writer|Florida Girl|Glamping Pro|SpaceX Fan|$TSLA Long|USA!|♡ Just a little outspoken. No DMs. 🇺🇸,,2009-11-18 01:56:05+00:00,13451,12438,48132,78643,1456,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet expresses support for extending daylight saving time into the winter, as the speaker mentions they want to avoid it getting dark at 4pm and are 'all for it', indicating a preference for keeping the clocks on summer time year-round.",qwen/qwen3-8b,
2076792347287801870,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 22:14:15+00:00,"@VernBuchanan The PEOPLE want the counter bill which gives us Permanent Standard Time.
The healthier, Safer, Real Natural Time!
This is FACTUAL.
Why are you wanting to repeat FAILED History! https://t.co/2Gacczq9ks",en,Twitter for iPhone,41,5,0,0,190.0,1,https://x.com/shash1960/status/2076792347287801870,https://twitter.com/shash1960/status/2076792347287801870,,VernBuchanan,,4,photo,https://pbs.twimg.com/media/HNI_oY-WwAAulhT.jpg|https://pbs.twimg.com/media/HNI_oZJXkAE3tg1.jpg|https://pbs.twimg.com/media/HNI_oZIXQAIpRx2.jpg|https://pbs.twimg.com/media/HNI_oZEXQAAwyh4.jpg,,,,,,,1220870146039975936,shash1960,Sicilian-ShaSha 🇺🇸,American/Italian 🇺🇸🇮🇹 NEVER GET YOUR CHILD HPV VACCINE!! DO NOT DO IT! NEVER !!,,2020-01-25 00:45:06+00:00,1603,1123,53252,287090,3638,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet explicitly supports permanent standard time, calling it 'healthier, Safer, Real Natural Time' and criticizing the current DST policy as a 'FAILED History'.",qwen/qwen3-8b,
2076793328163594370,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 22:18:09+00:00,"@MattDevittWX Stupid idea.

Failed due to outrage when it was tried once, it will fail again if it passes.",en,Twitter for iPad,1,0,0,0,14.0,0,https://x.com/LanceCasual/status/2076793328163594370,https://twitter.com/LanceCasual/status/2076793328163594370,,MattDevittWX,,0,,,,,,,,,490322605,LanceCasual,Marc,"Contrarian, Farmer, Agitator of people. Pro globalism.",South Dakota,2012-02-12 12:57:09+00:00,226,106,16634,12711,3985,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,False,,,"The tweet refers to a 'stupid idea' and mentions 'outrage' when it was tried once, but it does not specifically address US daylight saving time policy. It is too vague and does not provide any direct reference to DST policy in the US.",qwen/qwen3-8b,
2076794496767938926,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 22:22:47+00:00,@VernBuchanan Just stop!,en,Twitter for iPhone,3,0,0,0,21.0,0,https://x.com/smacaronincheez/status/2076794496767938926,https://twitter.com/smacaronincheez/status/2076794496767938926,,VernBuchanan,,0,,,,,,,,,362497547,smacaronincheez,Chuck265,"Husband & Father just trying to get better. FL, #0445club",,2011-08-26 14:07:52+00:00,750,1114,11500,187166,585,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,No preference,3.0,"The tweet '@VernBuchanan Just stop!' is too vague and does not express a clear position on daylight saving time policy. It lacks context or specific opinion about DST, making it impossible to determine a specific stance.",qwen/qwen3-8b,
2076797324261486697,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 22:34:01+00:00,"@MattDevittWX NO. We do NOT want this. Either make STANDARD time permanent, or split the difference by 30 minutes &amp; make THAT the permanent time.

Some of us remember year-round DST in 1974. It did not go well. Congress stopped the 2-year experiment after 1 year b/c people hated it so much.",en,Twitter Web App,4,0,2,0,673.0,0,https://x.com/castlerobber_B/status/2076797324261486697,https://twitter.com/castlerobber_B/status/2076797324261486697,,MattDevittWX,,0,,,,,,,,,1434266078096642053,castlerobber_B,castlerobber,"My mother found paperwork documenting that Wm. Faulkner died in Byhalia at the Wright Sanatorium, not in Oxford.",,2021-09-04 21:25:03+00:00,68,140,2830,22822,58,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet explicitly advocates for either permanent standard time or a 30-minute split, and criticizes year-round DST based on its negative impact in 1974.",qwen/qwen3-8b,
2076798046159986856,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 22:36:53+00:00,"@VernBuchanan So you're the reason we are having this conversation. No, not all Americans want this, there is no mandate for this.",en,Twitter for iPhone,12,2,0,0,86.0,0,https://x.com/gamom1929/status/2076798046159986856,https://twitter.com/gamom1929/status/2076798046159986856,,VernBuchanan,,0,,,,,,,,,1410369809527676933,gamom1929,Tessa Gambrell,,,2021-06-30 22:49:57+00:00,50,171,217,7236,0,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,False,,,"The tweet is a response to a person named Vern Buchanan and discusses the reason for a conversation about daylight saving time. However, it does not express a clear position on DST policy itself. It mentions that not all Americans want DST and that there is no mandate, but it does not advocate for or against DST policy. Therefore, it is more of a statement about public opinion and policy existence rather than expressing a stance in favor of or against DST.",qwen/qwen3-8b,
2076799884867371104,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 22:44:12+00:00,"@MattDevittWX NO ON DST. Standard time is more reasonable, more natural re circadian rhythm. More healthy.",en,Twitter Web App,1,0,0,0,64.0,0,https://x.com/EllenSchne69170/status/2076799884867371104,https://twitter.com/EllenSchne69170/status/2076799884867371104,,MattDevittWX,,0,,,,,,,,,1671877373669654528,EllenSchne69170,EMSS7172,,,2023-06-22 13:47:13+00:00,276,400,3464,43145,7,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,No preference,3.0,"The tweet explicitly states 'NO ON DST' and argues that standard time is more reasonable, natural, and healthier for circadian rhythms, indicating a clear opposition to daylight saving time.",qwen/qwen3-8b,
2076803012056449408,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 22:56:37+00:00,@VernBuchanan It’s clear you do not talk to real Americans. Sorry but why do we need it to be daylight until 9:30pm. Sacrificing daylight in the cooler part of the day (morning) to get more sunshine when it is at peak temperatures seems awful and seems like only something a politician would,en,Twitter for iPhone,117,12,3,1,674.0,0,https://x.com/MelindaAkowski/status/2076803012056449408,https://twitter.com/MelindaAkowski/status/2076803012056449408,,,,0,,,,,,,,,1399655010250592256,MelindaAkowski,Texas-Hold the line,“A man’s mind plans his way But the Lord directs his steps and establishes them. Proverbs 16:9. #TCGOP Precinct Chair 2111,"Texas, USA",2021-06-01 09:12:46+00:00,1215,994,4463,11505,93,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet criticizes the current daylight saving time policy, arguing that it sacrifices daylight in the cooler morning hours to gain more daylight during peak heat. The author implies that this is an unnecessary or counterproductive policy, suggesting a preference for a system that maintains later daylight hours year-round, which aligns with the position of adopting permanent daylight saving time.",qwen/qwen3-8b,
2076803276813590768,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 22:57:40+00:00,@VernBuchanan Pure BULL$H!T 💩- STANDARD TIME is the ONLY solution for year around Human Thriving. .@SpeakerJohnson .@HouseGOP DST is a lie &amp; harmful every time it’s been tried.,en,Twitter for iPhone,186,20,2,1,939.0,2,https://x.com/gtfinchy/status/2076803276813590768,https://twitter.com/gtfinchy/status/2076803276813590768,,"VernBuchanan,SpeakerJohnson,HouseGOP",,0,,,,,,,,,34503401,gtfinchy,Glenn Fincher,"Christian, geek, son, brother, husband, father 🇺🇸","Charleston, SC",2009-04-23 02:43:02+00:00,4104,2154,168896,122023,929,False,True,False,Creator,Entrepreneur,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet explicitly opposes daylight saving time (DST) and advocates for 'STANDARD TIME' as the 'ONLY solution for year around Human Thriving.' It calls DST a 'lie & harmful every time it’s been tried,' which aligns with the position of supporting permanent standard time.",qwen/qwen3-8b,
2076803659443363886,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 22:59:12+00:00,"@MattDevittWX @MattDevittWX why not standard time….?
Daylight Savings was already permanentize and removed
in the past due to health and safety issues.",en,Twitter for iPhone,1,0,0,0,35.0,0,https://x.com/dailycosmicnews/status/2076803659443363886,https://twitter.com/dailycosmicnews/status/2076803659443363886,,"MattDevittWX,MattDevittWX",,0,,,,,,,,,1120427319351545856,dailycosmicnews,daily cosmic news 🚀,"cosmic chaos correspondent & unapologetic American: deadpan stars & scripture dispatches. not advice, not therapy, not for the weak. vibe of now. 🫶 Psalm 91.",Midheaven,2019-04-22 20:41:04+00:00,1160,332,51812,62986,6607,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet expresses support for adopting permanent standard time (i.e., keeping clocks on winter time all year), as it references the past removal of daylight saving time due to health and safety concerns and suggests that standard time should be permanent.",qwen/qwen3-8b,
2076803885222547538,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:00:06+00:00,@VernBuchanan Ugh so its all your fault for this stupid change ?,en,Twitter for Android,6,1,0,0,50.0,0,https://x.com/Biebswife218/status/2076803885222547538,https://twitter.com/Biebswife218/status/2076803885222547538,,VernBuchanan,,0,,,,,,,,,115767289,Biebswife218,Gabrielle Rose Bove,I'll settle for the ghost of you-Justin~ Believe Tour 7/31/13~ Purpose Tour 7/9/16~ The Today's show 11/18/15~Justice Tour 4/13/22~JUSTIN FOLLOWED JULY 3RD 2016,Bieberville,2010-02-19 21:47:19+00:00,1021,1431,69117,63868,1103,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,False,,,"The tweet appears to be a personal accusation directed at a specific individual (Vern Buchanan), likely in the context of a personal disagreement or argument, rather than expressing a position on US daylight saving time policy. There is no clear stance on DST policy expressed in the text.",qwen/qwen3-8b,
2076804673168892178,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 23:03:13+00:00,"@MattDevittWX Good lord, yes. Make it happen.",en,Twitter for iPhone,1,0,1,0,10.0,0,https://x.com/BongBong/status/2076804673168892178,https://twitter.com/BongBong/status/2076804673168892178,,MattDevittWX,,0,,,,,,,,,14128472,BongBong,BongBong,"A ""right"" doesn't require the time, labor or money of another person.

“¡Viva la libertad, carajo!”",The Internets,2008-03-11 23:50:01+00:00,2594,835,249549,179697,11225,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet 'Good lord, yes. Make it happen.' expresses strong support for implementing daylight saving time permanently, indicating a position in favor of adopting permanent daylight saving time.",qwen/qwen3-8b,
2076804712347717868,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 23:03:23+00:00,"@MattDevittWX It’s madness and unhealthy, standard time should be approved not this stupid sunshine bumper sticker idiotic time.",en,Twitter Web App,1,0,0,0,5.0,0,https://x.com/invstm1000/status/2076804712347717868,https://twitter.com/invstm1000/status/2076804712347717868,,MattDevittWX,,0,,,,,,,,,524437525,invstm1000,moses,,,2012-03-14 15:09:29+00:00,199,564,10056,37219,48,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet explicitly opposes daylight saving time and calls for the adoption of standard time year-round, referring to DST as 'madness,' 'unhealthy,' and 'stupid.'",qwen/qwen3-8b,
2076806073764208865,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 23:08:47+00:00,@MattDevittWX It should be standard time,en,Twitter for iPhone,1,0,0,0,4.0,0,https://x.com/PalsFlorida/status/2076806073764208865,https://twitter.com/PalsFlorida/status/2076806073764208865,,MattDevittWX,,0,,,,,,,,,1818815715966959618,PalsFlorida,Florida pals,representing Floridians. 🇺🇸,,2024-08-01 01:07:28+00:00,87,60,7317,1403,62,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet explicitly states 'It should be standard time,' indicating a preference for permanent standard time rather than the current practice of daylight saving time.",qwen/qwen3-8b,
2076806097059418619,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 23:08:53+00:00,@MattDevittWX I love how this administration caters to the stupid,en,Twitter for iPhone,1,0,0,0,3.0,0,https://x.com/dales1107/status/2076806097059418619,https://twitter.com/dales1107/status/2076806097059418619,,MattDevittWX,,0,,,,,,,,,14736552,dales1107,Dale Smith,"Formerly from White Lake, MI","Beverly Hills, FL",2008-05-11 20:14:52+00:00,116,615,3533,1954,51,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,False,,,"This tweet is a general expression of frustration or criticism toward an administration, using the phrase 'cater to the stupid' as a derogatory remark. It does not mention or discuss daylight saving time policy or any related topic. Therefore, it does not express a position on US daylight saving time policy.",qwen/qwen3-8b,
2076807229303357682,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 23:13:23+00:00,@MattDevittWX I'd rather have light in the morning than at night.,en,Twitter for iPhone,1,0,0,0,14.0,0,https://x.com/bluepointfish/status/2076807229303357682,https://twitter.com/bluepointfish/status/2076807229303357682,,MattDevittWX,,0,,,,,,,,,992915404929544192,bluepointfish,BluePointFish♀🐊🦞,Don't tell me what's going on in FL if you don't live here! FL-19 #neverByronDonalds,FEMALE NJ native in SWFL & ME,2018-05-05 23:54:14+00:00,2802,2959,26919,114590,958,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet expresses a preference for having more daylight in the morning, which aligns with the policy of adopting permanent daylight saving time (i.e., keeping clocks set to summer time year-round), resulting in later sunrises and later sunsets.",qwen/qwen3-8b,
2076808084379320667,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:16:47+00:00,"@VernBuchanan Do you even read the freaking comments?  Americans don’t want permanent DST. You obviously have already left the station Vern. This must be your vanity project, but America doesn’t want it. You do!",en,Twitter for iPhone,73,8,4,0,367.0,0,https://x.com/freeamericanyes/status/2076808084379320667,https://twitter.com/freeamericanyes/status/2076808084379320667,,VernBuchanan,,0,,,,,,,,,1661818934197190658,freeamericanyes,Freeamericanyes,"Native Floridian, Married, Mom, Mimi, Penn State Alumni, Bishon Frise’ lover🐶","Apollo Beach, Florida ",2023-05-25 19:41:02+00:00,2628,2468,30324,142636,246,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet explicitly states that 'Americans don’t want permanent DST' and criticizes the person for pushing for it, implying that the author supports ending the practice of changing clocks and instead adopting permanent daylight saving time.",qwen/qwen3-8b,
2076808206710399375,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:17:16+00:00,@VernBuchanan STANDARD TIME! SENDING CHILDREN TO SCHOOL IN THE DARK IS EVIL!,en,Twitter for iPad,6,2,0,0,19.0,0,https://x.com/pr0650/status/2076808206710399375,https://twitter.com/pr0650/status/2076808206710399375,,VernBuchanan,,0,,,,,,,,,150630855,pr0650,AMERICANGIRL1🇺🇸,@gab @AmericanGirl1,,2010-06-01 12:21:05+00:00,7865,5990,147643,646854,3045,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet explicitly opposes daylight saving time by calling for 'STANDARD TIME' and criticizes sending children to school in the dark, which aligns with the position of adopting permanent standard time.",qwen/qwen3-8b,
2076808433697763790,2076712247683125600,2076712247683125600,703897598,MattDevittWX,,True,False,False,False,False,False,2026-07-13 23:18:10+00:00,"@MattDevittWX If we’re gonna do anything, we need to make Standard Time permanent. Change the clocks in November for the last time. Keeping DST means in winter, kids will be going to school before the sun is up. School starting while it’s still dark. Not safe.",en,Twitter for iPhone,1,0,0,0,9.0,0,https://x.com/dtcscout/status/2076808433697763790,https://twitter.com/dtcscout/status/2076808433697763790,,MattDevittWX,,0,,,,,,,,,20409373,dtcscout,David,Teacher. Professional driver from 2013-2020. Amateur driver from 2002-2013. I'm actually pretty cool once you get to know me. He/Him,Southern Indiana,2009-02-09 02:22:27+00:00,273,1490,8739,11612,640,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-58-25-233.json,twitter-scraper-lite,,2026-07-19 22:58:25.233000+00:00,2026-07-19 22:58:25.233000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet explicitly calls for making Standard Time permanent and changing the clocks in November for the last time, arguing that keeping DST in winter leads to unsafe conditions for children going to school in the dark.",qwen/qwen3-8b,
2076809110100586905,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:20:51+00:00,@VernBuchanan No we dont. We want STANDARD time.,en,Twitter for Android,5,1,0,0,20.0,0,https://x.com/AmPatPress/status/2076809110100586905,https://twitter.com/AmPatPress/status/2076809110100586905,,VernBuchanan,,0,,,,,,,,,871562748848553984,AmPatPress,American Patriot Press 🇺🇸,God First. Family. Country. 🇺🇸 Simply American. Live Free. #YeezusCrew,"Chattanooga, TN",2017-06-05 03:02:06+00:00,6110,3704,86364,95376,6228,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,No preference,3.0,"The tweet expresses a preference for standard time over daylight saving time, indicating a position against daylight saving time.",qwen/qwen3-8b,
2076809276316643702,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:21:31+00:00,@VernBuchanan No. We want standard time!,en,Twitter for iPhone,2,1,0,0,11.0,0,https://x.com/JuliusStevensn/status/2076809276316643702,https://twitter.com/JuliusStevensn/status/2076809276316643702,,VernBuchanan,,0,,,,,,,,,1854673221272190980,JuliusStevensn,Julius Stevenson,"Singer-songwriter from Florida  Acoustic tales of ocean sunsets, soulmate love & quiet heartbreak. Soft rock heart with yacht rock soul.",,2024-11-07 23:52:44+00:00,103,114,2359,2572,24,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,No preference,3.0,"The tweet expresses a preference for standard time, which implies opposition to daylight saving time. However, it does not explicitly endorse a specific policy position (e.g., permanent DST, permanent standard time, or no change). Therefore, it falls under 'No preference' as it expresses a stance against DST but does not clearly advocate for a specific alternative.",qwen/qwen3-8b,
2076809330188247342,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:21:44+00:00,@VernBuchanan Fuck you!  Americans don't want it dark at 9am.,en,Twitter for Android,3,1,1,0,18.0,0,https://x.com/Dasher42553/status/2076809330188247342,https://twitter.com/Dasher42553/status/2076809330188247342,,VernBuchanan,,0,,,,,,,,,816654206371303424,Dasher42553,Mr John Mattmiller,,,2017-01-04 14:35:10+00:00,63,343,496,43383,1,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,Keep switching the clocks twice a year,2.0,"The tweet expresses frustration with the current daylight saving time policy, specifically the twice-yearly clock changes. The statement 'Americans don't want it dark at 9am' implies a preference for maintaining daylight during morning hours, which aligns with the position of keeping daylight saving time in effect year-round (i.e., 'Keep switching the clocks twice a year' is the position that supports maintaining DST permanently).",qwen/qwen3-8b,
2076809755541012912,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:23:25+00:00,@VernBuchanan No we want to fall back an hour and stay there!,en,Twitter for Android,5,1,0,0,17.0,0,https://x.com/BarbFieldi41208/status/2076809755541012912,https://twitter.com/BarbFieldi41208/status/2076809755541012912,,VernBuchanan,,0,,,,,,,,,1850304840280252416,BarbFieldi41208,BBField,,,2024-10-26 22:34:11+00:00,144,106,3708,7838,138,False,False,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,Keep switching the clocks twice a year,2.0,"The tweet explicitly supports the idea of 'falling back an hour and staying there,' which aligns with the position of keeping the clocks set to Standard Time permanently (i.e., not switching back and forth between Daylight Saving Time and Standard Time).",qwen/qwen3-8b,
2076810452278063127,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:26:11+00:00,@VernBuchanan Those of us who get out of bed to go to work before 6am want the sun to rise before 8am in the Winter.,en,Twitter for Android,21,1,2,0,139.0,0,https://x.com/PerryBullock/status/2076810452278063127,https://twitter.com/PerryBullock/status/2076810452278063127,,VernBuchanan,,0,,,,,,,,,345959527,PerryBullock,Perry Bullock,"Economist, Engineer, Conservative Politics, English/British and European Military and Political History.",,2011-07-31 13:41:34+00:00,4023,6156,266923,144334,2376,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet expresses a preference for later sunrises in the winter, which would occur if the clocks stayed on summer time (i.e., daylight saving time) year-round. This aligns with the position of adopting permanent daylight saving time.",qwen/qwen3-8b,
2076811471359512988,2076783141939806396,2076783141939806396,20467163,VernBuchanan,,True,False,False,False,False,False,2026-07-13 23:30:14+00:00,@VernBuchanan Nope. Standard time is correct way to go.,en,Twitter Web App,7,1,0,0,39.0,0,https://x.com/WhiteWi13/status/2076811471359512988,https://twitter.com/WhiteWi13/status/2076811471359512988,,VernBuchanan,,0,,,,,,,,,1515720831653105666,WhiteWi13,WW🌎🕊️,I dream of United Humanity of the Earth 🌎 so that we can go to distant Stars!, 🌎 ,2022-04-17 15:56:47+00:00,675,58,29221,58423,326,False,True,False,,,1,dataset_twitter-scraper-lite_2026-07-19_22-54-19-524.json,twitter-scraper-lite,,2026-07-19 22:54:19.524000+00:00,2026-07-19 22:54:19.524000+00:00,True,No preference,3.0,"The tweet expresses a preference for standard time over daylight saving time, indicating a position against DST.",qwen/qwen3-8b,
